interior_knots,boundary_lower,boundary_upper
0.7124513214230299,0.0,4.9521391500629415
1.1691547899399324,0.0,4.9521391500629415
1.6830974671299876,0.0,4.9521391500629415
2.307373274839166,0.0,4.9521391500629415
3.046527184298365,0.0,4.9521391500629415
